Date Notice Provided to Consumers,Dates of Breach,Name of Entity,Individuals Affected,State Reported,Source(s),Start Date of Breach
2018-04-06,2018-01-29,Blue Beacon International  Data Breach ,33644 (1872 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-29
2018-07-16,2018-05-11,Blue Springs Family Care PC  Data Breach ,44977 (11 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-11
2018-01-19,2018-01-04,Bluewater Thermal Solutions LLC ,225 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-04
2018-08-17,2018-07-19,BMWBankof North America  Data Breach ,54 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-19
2018-05-21,2013-09-01,Bombas LLC  Data Breach ,41000 (771 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2013-09-01
2018-07-20,2018-05-23,Boys Town National Research Hospital  Data Breach ,105626 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-23
2018-05-11,2018-03-01,Brinker International Inc  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-01
2018-09-07,2018-08-21,British Airways PLC  Data Breach ,429000 (176 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-21
2018-03-19,2017-05-15,Bronson Nutritionals LLC  Data Breach ,25450 (350 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-15
2018-01-10,2017-07-18,Broward College ,44000 (63 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-18
2018-05-02,2018-04-10,Brownsburg Meadows  Data Breach ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-10
2018-11-07,2018-02-27,Brunetteand Associates LLC  Data Breach ,4 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-27
2018-10-12,2016-02-01,Buehlers Fresh Foods LLC  Data Breach ,2040 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-02-01
2018-10-22,2016-06-01,Byram Healthcare  Data Breach ,52 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-06-01
2018-09-11,2018-05-04,Cand JFinancial LLC  Data Breach ,372 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-04
2018-05-15,2018-01-10,Cable Hill Partners LLC  Data Breach ,989 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-10
2018-05-17,2018-05-09,Cactus Wellhead LLC  Data Breach ,1086 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-09
2018-02-26,2018-01-19,California Collegeofthe Arts ,2709 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-19
2018-10-05,2018-03-27,California State University East Bay  Data Breach ,9941 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-27
2018-03-06,2017-12-01,California State University  Fresno ,10777 (27 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-01
2018-05-09,2018-03-13,Cambridge Dental Consulting Group  Data Breach ,3840 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-13
2018-03-28,,Cambridge Health Alliance  Data Breach ,2527 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2017-12-01,2017-08-15,Cameron Memorial Community Hospital  Data Breach ,8 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-08-15
2017-11-15,2017-11-08,Cameron Memorial Community Hospital  Data Breach ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-08
,,Cameron Woods  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-10-19,2018-07-19,Campbellsville University Inc  Data Breach ,Unknown (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-19
2018-04-23,2018-02-23,Capital Digestive Care LLC  Data Breach ,13572 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-23
2018-04-25,,Capital Farm Credit  Data Breach ,5167 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-06-22,2018-02-01,Capital Integration Systems LLC  Data Breach ,2321 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-01
2018-07-06,2018-02-12,Career Technology Centersof Licking County  Data Breach ,9578 (31 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-12
2018-01-23,2018-01-17,Carite Inc  ,346 (30 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-17
2018-03-02,2018-01-05,Cary E  Williams  CPA ,7690 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-05
2018-12-27,,Castlight Health Inc  Data Breach ,120 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-10-25,,Cathay Pacific Airways Limited  Data Breach ,9400000 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-07-19,2018-05-21,CBIZMHMLLC  Data Breach ,1246 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-21
2018-12-21,2018-05-30,CBTXInc  Data Breach ,7703 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-30
2018-08-10,2018-06-08,CCRMSan Francisco  Data Breach ,366 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-08
2018-02-15,2018-01-31,Cedarville University ,241 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-31
2018-10-25,2018-09-29,Cendera Funding Inc  Data Breach ,5328 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-09-29
2018-03-20,2016-05-19,Cenlar FSB  Data Breach ,100 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-05-19
,,Centerstoneof Indiana  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-06-15,2017-07-11,Central Christian Collegeof Kansas  Data Breach ,631 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-11
2018-03-01,2015-11-01,Centris Federal Credit Union ,12049 (10 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-11-01
2018-10-25,2018-05-01,Ceres Partners LLC  Data Breach ,8 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-01
2018-01-08,2017-11-08,Cetera Advisors LLC  Data Breach ,1260 (19 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-08
2018-04-25,2017-11-08,Cetera Advisors LLC  Data Breach ,2299 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-08
2018-10-22,2018-08-26,Challenger Sports Inc  Data Breach ,11123 (138 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-26
2018-11-20,2018-10-16,Chamberlain Group Inc  Data Breach ,580 (13 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-10-16
2018-08-16,2018-03-07,Chapmanand Chapman Inc  Data Breach ,2545 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-07
2018-02-05,2017-11-23,Charles Komar  Sons  Inc  ,99 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-23
2018-08-24,,Charms Office Assistant  Data Breach ,17017 (238 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-05-31,2017-10-26,Chattanooga Clothing Company  Data Breach ,835 (59 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-26
2018-08-22,2017-11-03,Cheddars Scratch Kitchen  Data Breach ,567000 (13604 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-03
2018-10-16,2017-02-01,Chicago Property Managementand Investments  Data Breach ,79 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-02-01
2018-01-31,2017-12-02,Childrens Mercy Hospital  Data Breach ,38873 (17 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-02
,,Chilis Grilland Bar  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-08-22,2018-07-21,Chipotle Mexican Grill Inc  Data Breach ,33 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-21
2018-03-06,,Chopra Enterprises LLC ,614 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-07-27,2018-05-08,Chosen Healthcare  Data Breach ,310 (310 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-08
2018-03-06,2017-06-14,CHROMEFederal Credit Union ,3122 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-06-14
,,Citi Bank NA ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-04-18,2015-04-01,Citibank NA  Data Breach ,410 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2015-04-01
2018-06-04,2017-06-13,Cityof Goodyear Arizona  Data Breach ,11247 (11 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-06-13
2018-06-08,2018-05-08,Cityof Hopkinsville  Data Breach ,120 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-08
2018-07-23,2017-12-11,Cityof Midwest City Oklahoma  Data Breach ,4559 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-11
2018-03-21,2017-09-20,Clinical Pathology Laboratories Southeast Inc  Data Breach ,42720 (19 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-20
,,Club Soda  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-08-15,2018-07-11,CNGFinancial Corporation Inc  Data Breach ,104649 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-11
,,CNOFinancial  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-04-27,2018-02-20,CNUof Indiana LLCdba Cash Net USA  Data Breach ,3265 (28 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-20
2018-03-08,2018-02-19,CNUOnline Holdings LLC ,3011 (39 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-19
2018-11-07,,Collier Heggernessand Bronk CPAs  Data Breach ,2354 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-08-03,2018-03-28,Colorado Bankers Life Insurance Company  Data Breach ,99797 (1155 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-28
2018-02-28,2018-02-15,Columbia College Chicago ,93 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-15
2018-05-21,2018-05-21,Columbia Healthcare Center  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-21
2018-04-25,2018-04-23,Columbus Regional Health  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-23
2018-03-21,2018-01-19,Community First Bank  Data Breach ,2837 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-19
2018-01-31,2018-01-02,Community Health Network  ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-02
2018-02-15,2017-05-02,Community Health Network  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-05-02
2018-01-30,2018-01-13,Community Health Network  Data Breach ,25 (25 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-13
,,Community Health Network  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-02-02,2017-07-10,Community Health Network  Data Breach ,11 (11 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-10
2018-01-17,2018-01-17,Community Hospitalof Bremen ,115 (115 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-17
2018-11-01,2018-07-26,Community Hospital South  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-26
2018-08-06,2018-07-20,Healthand Hospital Corporationof Marion County  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-20
2018-03-22,2018-02-14,Community Physiciansof Indiana Inc  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-14
2018-01-11,2017-11-29,Community Physiciansof Indiana Inc  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-29
2018-03-29,2018-03-19,Community Rehabilitation Hospital  Data Breach ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-19
2018-08-02,2018-07-30,Community Rehabilitation Hospital South  Data Breach ,9 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-30
2018-07-13,2018-04-20,Comply Right Inc  Data Breach ,662477 (12056 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-20
2018-07-13,2018-02-09,Concannon Millerand Co PC  Data Breach ,292 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-09
2018-02-09,2018-01-26,Corporate Employment Resources  Inc  ,4086 (107 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-26
2018-05-17,2017-11-25,Corporation Service Company  Data Breach ,94148 (698 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-25
2018-08-15,2018-04-26,Cortland Partners  Data Breach ,588 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-26
2018-07-06,2018-01-12,Coty Inc  Data Breach ,4753 (41 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-12
2018-02-19,2018-01-15,Country Mutual Insurance Company ,1390 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-15
2018-04-27,2017-11-22,CPTGroup Inc  Data  Breach ,76299 (36 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-22
2018-10-15,2018-06-25,CRISF  Data Breach ,118 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-25
2018-03-30,2017-10-10,Cross Road Health Ministries Inc  Data Breach ,245 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-10
2018-02-19,2017-11-05,Cruzstar LLC ,28740 (401 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-05
2018-03-05,2018-01-22,Curtin Maritime Corp  ,191 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-22
2018-07-27,2018-06-11,CVSHealth  Data Breach ,12 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-06-11
2018-01-08,2017-10-18,Cyrus One  Inc  ,402 (10 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-18
2018-03-23,2018-03-09,Dana Incorporated  Data Breach ,24 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-09
,,Dane Street LLC  Data Breach ,Unknown (100 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-03-14,2017-10-23,Darden Restaurants  Data Breach ,48 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-10-23
2018-10-01,2018-07-09,Data Intensity  Data Breach ,266 (5 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-09
2018-10-26,2018-07-21,DCInternational  Data Breach ,9880 (86 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-21
2018-12-19,2018-11-16,Deaconess Clinic  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-11-16
,,Deaconess Hospital  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-02-15,2018-01-31,Deaconess Hospital  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-31
2018-01-12,2017-12-06,Deaconess Hospital  Data Breach ,4 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-06
2018-12-27,2018-11-13,Deaconess Hospital  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-11-13
,,Decatur County Memorial Hospital  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-05-09,2018-01-31,Decatur County Memorial Hospital  Data Breach ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-31
2018-10-08,2017-11-01,Decision HRHoldings Inc  Data Breach ,4938 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-11-01
2018-05-08,2018-01-10,Deephaven Mortgage LLC  Data Breach ,5593 (48 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-10
2018-08-31,2018-08-13,Delaware Life Insurance Co  Data Breach ,Unknown (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-13
2018-01-11,2017-06-08,Deli Management  Inc  d  b  a Jason  s Deli  Inc  ,2000000000 (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-06-08
2018-08-15,2018-04-26,Delicato Vineyards  Data Breach ,1087 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-26
2018-04-10,2018-04-06,Deloitte Tax LLP  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-04-06
2018-04-11,2017-09-26,Delta Air Lines Inc  Data Breach ,825000 (10088 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-26
2018-04-26,2018-03-21,Delta Dentalof Missouri  Data Breach ,297 (4 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-21
2018-07-27,2018-02-02,Delta Steel Inc  Data Breach ,443 (8 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-02
2018-12-28,2018-08-16,Dental Centerof Northwest Ohio  Data Breach ,85874 (477 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-16
2018-08-13,2018-08-07,Departmentof Child Services  Data Breach ,3 (3 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-07
2018-01-08,2017-12-22,State  o   Indiana ,2 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-12-22
2018-06-21,2018-05-10,Di Cicco Gulmanand Company LLP  Data Breach ,1354 (87 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-10
2018-02-15,2018-01-18,Dollar General Corporation ,43 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-18
2018-06-20,2018-05-26,Dollar Shave Club Inc  Data Breach ,1035 (18 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-26
2018-02-02,2018-01-23,Doral Corporation ,335 (9 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-01-23
2018-08-01,2018-02-21,Doyleand Associates PC  Data Breach ,489 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-02-21
2018-10-05,2018-08-08,Dr Amy Woodruff  Data Breach ,10862 (2 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-08-08
2018-10-05,,Dr Robert Carpenter  Data Breach ,Unknown (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-02-23,,Draperand Kramer  Inc  ,37 (11 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-02-09,2017-07-17,Driscoll  s Inc  ,1530 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-07-17
2018-11-28,,Dunkin Brands Inc  Data Breach ,175221 (2118 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-08-02,2018-07-19,Healthand Hospital Corporationof Marion County  Data Breach ,7 (7 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-19
2018-09-18,2017-06-26,Ebbs Roberts Head Daw Inc  Data Breach ,4200 (6 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-06-26
2018-07-16,2017-09-12,EBSCOSign Group Inc  Data Breach ,871 (25 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2017-09-12
2018-11-02,2016-12-09,El Paso Los Angeles Limousine Express Inc  Data Breach ,68647 (35 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2016-12-09
2018-09-05,2018-07-27,Elkhart County Prosecutor Attorney Office IVDChild Support  Data Breach ,2 (0 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-07-27
2018-06-11,2018-05-10,Elmcroft Senior Living Inc  Data Breach ,168490 (2894 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-05-10
2018-12-07,2018-12-06,Elwood Staffing Services Inc  Data Breach ,1 (1 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-12-06
,,Employee Benefits Corporation  Data Breach ,Unknown (Unknown in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,
2018-03-20,2018-03-07,Employee Benefits Corporation  Data Breach ,16 (16 in Indiana),Indiana,https://www.in.gov/attorneygeneral/2874.htm,2018-03-07
