Name of Entity,Start Date of Breach,Individuals Affected,State Reported,Data Stolen,Date Notice Provided to Consumers,Date(s) of Discovery of Breach,Dates of Breach,Industry,Parent Company,Website,End Date of Breach,Link to PDF,Location of Breached Information,Reported Date,Type of Breach,Source(s)
"Shoes West Distribution, Inc. (dba Taos Footwear)",2016-04-14 00:00:00,308.0,"{'Indiana', 'Montana'}",UNK,,,4/14/2016-4/14/2016,,,,2016-04-14, https://media.dojmt.gov/wp-content/uploads/Shoes-West-Distribution-dba-Taos-Footwear.pdf ,,2016-05-27,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}"", \\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Shop-rite Supermarkets, Inc.,",2017-10-30 00:00:00,,{'New Hampshire'},UNK,,,"October 30, 2017",SupermarketGrocery,Wakefern Food Corporation,shoprite.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/shop-rite-20171027.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Shop-rite Supermarkets, Inc.,",2016-02-01 00:00:00,,{'Oregon'},UNK,2017-10-12 00:00:00,2017-08-19 00:00:00,2/1/2016 - 2/1/2016,SupermarketGrocery,Wakefern Food Corporation,shoprite.com,2016-02-01 00:00:00,,,2017-10-30 00:00:00,7,"{'{""{\'https://justice.oregon.gov/consumer/DataBreach/Home/\'}""}', ""{'https://justice.oregon.gov/consumer/DataBreach/Home/'}""}"
"Shoplet.com,",2013-04-02 00:00:00,,{'New Hampshire'},UNK,,,"April 02, 2013",Office supplies,,www.shoplet.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/shoplet-20130402.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Shoppe Designs, The,",2016-08-15 00:00:00,,{'New Hampshire'},UNK,,,"August 15, 2016",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/shoppe-designs-20160815.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Shopper Approved,",2018-10-22 00:00:00,,{'New Hampshire'},UNK,,,"October 22, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/shopper-approved-20181022.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Shoppopdisplays, Inc.,",2018-06-11 00:00:00,,{'New Hampshire'},UNK,,,"June 11, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/shoppopdisplays-20180611.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Shoppopdisplays, Inc.,",2018-04-08 00:00:00,1690.0,"{'Indiana', 'Montana'}",UNK,,,4/8/2018-5/14/2018,,,,2018-05-14, https://media.dojmt.gov/wp-content/uploads/shopPOPdisplays-Inc..pdf ,,2018-06-11,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}"", \\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Shopstyle Inc.,2018-04-16 00:00:00,,{'California'},UNK,,,"04/16/2018, 04/27/2018",,,,2018-04-27,https://oag.ca.gov/ecrime/databreach/reports/sb24-141108,,2018-10-24,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Shore Mortgage (a Division Of United Shore Financial Services, Llc)",2013-06-02 00:00:00,,{'California'},UNK,,,06/02/2013,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-42546,,2013-08-22,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Shorewood And Towers Perrin,",2007-03-07 00:00:00,,{'New Hampshire'},UNK,,,"March 07, 2007",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/shorewood.-towers-20070307pdf.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Show Tix U,2016-12-11 00:00:00,27833.0,{'Indiana'},UNK,2017-03-29,,2016-12-11 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Showpay Llc,2017-01-30 00:00:00,1230.0,{'Indiana'},UNK,2017-02-10,,2017-01-30 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Showtix4u,",2017-03-29 00:00:00,,{'New Hampshire'},UNK,,,"March 29, 2017",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/showtix4u-20170329.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Showtix4u,",2016-12-11 00:00:00,,{'California'},UNK,,,"12/11/2016, 02/02/2017",,,,2017-02-02,https://oag.ca.gov/ecrime/databreach/reports/sb24-67213,,2017-03-29,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Shumsky Promotional Agency,",2013-05-29 00:00:00,,{'New Hampshire'},UNK,,,"May 29, 2013",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/shumsky-20130529.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Shumsky Promotional Agency,",2013-05-14 00:00:00,,{'California'},UNK,,,05/14/2013,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-41885,,2013-05-29,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Shutterfly,Not Specified,,{'Vermont'},UNK,2018-03-28 00:00:00,,,Photograph-derived manufacture; photo sharing,,www.Shutterfly.com,,https://ago.vermont.gov/blog/2018/03/28/shutterfly-notice-of-data-breach-to-consumers/,,,7,{'https://ago.vermont.gov/archived-security-breaches/'}
"Shutterfly, Inc.,",2018-03-28 00:00:00,,{'New Hampshire'},UNK,,,"March 28, 2018",Photograph-derived manufacture; photo sharing,,www.Shutterfly.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/shutterfly-20180328.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Shutterfly, Inc.,",2018-01-11 00:00:00,9428.0,"{'Indiana', 'California'}",UNK,2018-03-27,,2018-01-11 00:00:00,"online, kiosk and mobile software that enables retailers to offer personalized products",,www.pnimedia.com,,,,,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\', ""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Shutterstock Music Canada Ulc D/b/a Premiumbeat,2016-09-29 00:00:00,,{'California'},UNK,,,09/29/2016,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-64473,,2016-10-20,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Siemens Healthcare Diagnostics Inc.,",2008-04-03 00:00:00,,{'New Hampshire'},UNK,,,"April 03, 2008",Healthcare,Siemens AG,.siemens.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/siemens-healthcare-20080403.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Sierra Nevada Brewing Co.,2018-06-12 00:00:00,630.0,{'Indiana'},UNK,2018-08-28,,2018-06-12 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Sierra Nevada Brewing Company,",2018-08-27 00:00:00,,{'New Hampshire'},UNK,,,"August 27, 2018",,,sierranevada.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/sierra-nevada-brewing-20180827.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Sierra Nevada Brewing Company,",2018-08-07 00:00:00,1.0,{'Montana'},UNK,,,8/7/2018-8/28/2018,,,sierranevada.com,2018-08-28, https://media.dojmt.gov/wp-content/uploads/Joint-Commission-Resources-Inc.pdf ,,2018-08-28,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Signator Investors,2017-06-01 00:00:00,13.0,{'Montana'},UNK,,,6/1/2017-8/23/2017,,,,2017-08-23, https://media.dojmt.gov/wp-content/uploads/Signator-Investors.pdf ,,2017-09-11,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Signator Investors Inc,2017-06-08 00:00:00,7408.0,"{'Indiana', 'California'}",UNK,2017-09-19,,2017-06-08 00:00:00,,,,,,,,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\', ""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Signator Investors Inc,2018-08-16 00:00:00,21.0,{'Indiana'},UNK,2018-08-30,,2018-08-16 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Signature Hardware, Inc.,",2017-06-02 00:00:00,,{'New Hampshire'},UNK,,,"June 02, 2017",,SM Investments Corporation,www.sminvestments.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/signature-hardware-20170602.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Signature Hardware, Inc.,",2017-06-07 00:00:00,,{'New Hampshire'},UNK,,,"June 07, 2017",,SM Investments Corporation,www.sminvestments.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/signature-hardware-20170607.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Signature Hardware, Inc.,",2017-04-28 00:00:00,5130.0,"{'Indiana', 'California', 'Oregon', 'Montana'}",UNK,2017-06-02 00:00:00,2017-05-05 00:00:00,4/28/2017 - 5/30/2017,,SM Investments Corporation,www.sminvestments.com,2017-05-30 00:00:00,,,2017-06-02 00:00:00,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}"", \\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\', ""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\', ""{\'https://justice.oregon.gov/consumer/DataBreach/Home/\'}""}', ""{'https://justice.oregon.gov/consumer/DataBreach/Home/'}""}"
Signature Systems Group Llc,2018-02-02 00:00:00,228.0,{'Indiana'},UNK,2018-04-24,,2018-02-02 00:00:00,,,heartbleed.com,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Sikorsky,",2011-08-08 00:00:00,,{'New Hampshire'},UNK,,,"August 08, 2011",Aviation,Lockheed Martin,Sikorsky.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/sikorsky-20110808.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Silicon Laboratories Inc,2016-02-23 00:00:00,969.0,{'Indiana'},UNK,2016-04-04,,2016-02-23 00:00:00,Semiconductors,,www.silabs.com,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Silicon Labratories, Inc.,",2016-04-04 00:00:00,,{'New Hampshire'},UNK,,,"April 04, 2016",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/silicon-labs-20160404.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Silver Cloud Inns & Hotels,2016-08-10 00:00:00,,{'Washington'},UNK,,,08/10/2016 to 03/09/2017,Hospitality industryFranchising,,Choicehotels.com,2017-03-09 00:00:00,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SilverCloudInnsAndHotels.2017-08-03.pdf,,2017-08-03 00:00:00,7,"{""{'https://www.atg.wa.gov/data-breach-notifications'}"", '{""{\'https://www.atg.wa.gov/data-breach-notifications\'}""}'}"
"Silver Creek Fitness & Physical Therapy, Silver Creek Physical Therapy Gilroy, Silver Creek Physical Therapy Sunnyvale, Silver Creek Physical Therapy Los Gatos",2016-05-01 00:00:00,,{'California'},UNK,,,"05/01/2016, 09/11/2016",,,,2016-09-11,https://oag.ca.gov/ecrime/databreach/reports/sb24-64521,,2016-10-24,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Silverberg Surgical And Medical Group,2013-09-10 00:00:00,,{'California'},UNK,,,09/10/2013,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-57984,,2015-09-25,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Silversage Advisors,2014-02-20 00:00:00,,{'California'},UNK,,,02/20/2014,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-44391,,2014-03-13,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Simeon S. Patestas Cpa,Not Specified,,{'Vermont'},UNK,2018-11-09 00:00:00,,,,,,,https://ago.vermont.gov/blog/2018/11/09/simeon-s-patestas-cpa-notice-of-data-breach-to-consumers/,,,7,{'https://ago.vermont.gov/archived-security-breaches/'}
"Simma Flottemesch & Orensteinin,",2018-07-19 00:00:00,,{'New Hampshire'},UNK,,,"July 19, 2018",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/simma-flottemesch20180719.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Simma Flottemesh & Orensteinin,2018-06-28 00:00:00,1.0,{'Montana'},UNK,,,6/28/2018-6/28/2018,,,,2018-06-28, https://media.dojmt.gov/wp-content/uploads/Simma.pdf ,,2018-07-19,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Simms Fishing Products,",2014-11-25 00:00:00,,{'New Hampshire'},UNK,,,"November 25, 2014",Fishing,,www.simmsfishing.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/simms-fishing-products-20141125.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Single Digits,",2016-05-19 00:00:00,,{'New Hampshire'},UNK,,,"May 19, 2016",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/single-digits-20160519.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Sirchie Acquisition Company,2018-10-05 00:00:00,95.0,{'Indiana'},UNK,2018-11-05,,2018-10-05 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Sirchie Acquisition Company (sirchie),2018-10-05 00:00:00,1.0,{'Montana'},UNK,,,10/5/2018-10/9/2018,,,,2018-10-09, https://media.dojmt.gov/wp-content/uploads/Sirchie-Acquisition-Company-Sirchie.pdf ,,2018-11-05,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Sirius Xm Radio Inc.,",2012-04-06 00:00:00,,{'New Hampshire'},UNK,,,"April 06, 2012",Radio broadcasting,,www.siriusxm.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/sirius-xm-radio-20120406.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Sirius Xm Radio Inc.,",2016-03-17 00:00:00,,{'New Hampshire'},UNK,,,"March 17, 2016",Radio broadcasting,,www.siriusxm.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/sirius-xm-20160317.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Sirius Xm Radio Inc.,",2016-11-10 00:00:00,,{'New Hampshire'},UNK,,,"November 10, 2016",Radio broadcasting,,www.siriusxm.com,,https://www.doj.nh.gov/consumer/security-breaches/documents/sirius-xm-20161110.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Sirius Xm Radio Inc.,",2016-08-20 00:00:00,37.0,{'Indiana'},UNK,2016-09-14,,2016-08-20 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Sirius Xm Radio Inc.,",2016-09-26 00:00:00,251.0,{'Indiana'},UNK,2016-10-03,,2016-09-26 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Sirius Xm Radio Inc.,",2016-10-31 00:00:00,352.0,"{'Indiana', 'Montana'}",UNK,,,10/31/2016-10/31/2016,Radio broadcasting,,www.siriusxm.com,2016-10-31, https://media.dojmt.gov/wp-content/uploads/Sirius-XM-Radio.pdf ,,2016-11-11,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}"", \\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Sirius Xm Radio Inc.,",2016-12-04 00:00:00,171.0,{'Indiana'},UNK,2016-12-16,,2016-12-04 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Sirius Xm Radio Inc.,",2017-08-09 00:00:00,76.0,{'Indiana'},UNK,2017-09-07,,2017-08-09 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Sirius Xm Satellite Radio,2016-02-01 00:00:00,3.0,{'Montana'},UNK,,,2/1/2016-2/1/2016,Radio broadcasting,,www.siriusxm.com,2016-02-01, https://media.dojmt.gov/wp-content/uploads/Sirius-XM.pdf ,,2016-03-31,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Siskiyou Joint Community College District,2017-12-13 00:00:00,,{'California'},UNK,,,12/13/2017,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-131195,,2017-12-15,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Sitter,2018-08-28 00:00:00,,{'New Jersey'},UNK,,,"AUGUST 28, 2018",,,,,,,,7,"{'{\'{""{\\\'https://www.cyber.nj.gov/data-breach-notifications/\\\'}""}\'}'}"
Six Continents Hotels,2016-09-29 00:00:00,3949.0,"{'Montana', 'Washington'}","['license', 'name', 'payment', 'financial', 'verification code', 'expiration date', 'password', 'phone number', 'address', 'identification number']",,,09/29/2016 to 12/29/2016,Retail,,,2016-12-29 00:00:00,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Another/Supporting_Law_Enforcement/SixContinentsHotels%28IHG%29.2017-04-14.pdf,,2017-04-14 00:00:00,1,"{""{'https://www.atg.wa.gov/data-breach-notifications'}"", '{""{\'https://www.atg.wa.gov/data-breach-notifications\'}"", \'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Six Continents Hotels, Inc.",2016-09-29 00:00:00,1043686.0,{'Indiana'},UNK,2017-04-14,,2016-09-29 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Six Continents Hotels, Inc.",Not Specified,,{'Iowa'},"['license', 'name', 'payment', 'financial', 'verification code', 'expiration date', 'password', 'phone number', 'address', 'identification number']",,,,,,,,https://www.iowaattorneygeneral.gov/media/cms/Six_Continents_Hotels_Inc_58E9B2467DD2D.pdf,,2017-04-14 00:00:00,1,{'https://www.iowaattorneygeneral.gov/for-consumers/security-breach-notifications/'}
"Six Continents Hotels, Inc. (d/b/a Intercontinental Hotels Group)",2016-08-01 00:00:00,,{'California'},UNK,,,08/01/2016,,,Fly2Houston.com,,https://oag.ca.gov/ecrime/databreach/reports/sb24-66180,,2017-02-03,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Six Continents Hotels, Inc. (d/b/a Intercontinental Hotels Group)",2016-09-29 00:00:00,,"{'California', 'Oregon'}",UNK,2017-04-14 00:00:00,2017-02-28 00:00:00,9/29/2016 - 12/29/2016,,,Fly2Houston.com,2016-12-29 00:00:00,,,2017-04-14 00:00:00,7,"{""{'https://justice.oregon.gov/consumer/DataBreach/Home/'}"", '{""{\'https://justice.oregon.gov/consumer/DataBreach/Home/\'}"", \'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
"Six Red Marbles, Llc,",2014-12-22 00:00:00,,{'New Hampshire'},UNK,,,"December 22, 2014",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/six-red-marbles-20141222.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
Sixty Hotels,2016-08-10 00:00:00,5.0,{'Montana'},UNK,,,8/10/2016-3/9/2017,,,,2017-03-09, https://media.dojmt.gov/wp-content/uploads/Sixty-Hotels.pdf ,,2017-09-05,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Sixty Hotels,2017-03-09 00:00:00,,{'California'},UNK,,,03/09/2017,,,,,https://oag.ca.gov/ecrime/databreach/reports/sb24-101684,,2017-09-07,7,"{'{\'{\\\'{\\\\\\\'{""{\\\\\\\\\\\\\\\'https://oag.ca.gov/privacy/databreach/list\\\\\\\\\\\\\\\'}""}\\\\\\\'}\\\'}\'}'}"
Sizmek,2019-03-26 00:00:00,,{'New Jersey'},UNK,,,"MARCH 26, 2019",,,,,,,,7,"{'{\'{""{\\\'https://www.cyber.nj.gov/data-breach-notifications/\\\'}""}\'}'}"
Sjgorowitz Accountingand Tax Services Pc,2018-05-01 00:00:00,513.0,{'Indiana'},UNK,2018-07-09,,2018-05-01 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Sk Men's Store,",2007-12-10 00:00:00,,{'New Hampshire'},UNK,,,"December 10, 2007",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/sk-mens-store-20071210.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
"Skagit Bancorp, Inc.",2018-06-12 00:00:00,,{'Washington'},"['license', 'name', 'dates of birth', 'financial', 'security code', 'password', 'username', 'email', 'address', 'identification number']",,,06/12/2018,,,,,https://agportal-s3bucket.s3.amazonaws.com/uploadedfiles/Home/Safeguarding_Consumers/Data_Breach/SkagitBancorpInc.2018-09-11%20%281%29.pdf,,2018-09-12 00:00:00,1,"{""{'https://www.atg.wa.gov/data-breach-notifications'}"", '{""{\'https://www.atg.wa.gov/data-breach-notifications\'}""}'}"
Skagit Farmers Supply (sfs),2016-06-06 00:00:00,17.0,{'Montana'},UNK,,,6/6/2016-6/7/2016,,,,2016-06-07, https://media.dojmt.gov/wp-content/uploads/Skagit-Farmers-Supply-SFS.pdf ,,2016-07-20,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Skagit Valley Casino Resort,2012-11-29 00:00:00,,{'Wisconsin'},UNK,2012-12-21 00:00:00,,"November 29, 2012",,,,,,,,7,"{'{""{\'https://datcp.wi.gov/Pages/Programs_Services/DataBreaches.aspx\'}""}'}"
Skamania Public Utility District,2018-01-17 00:00:00,1.0,{'Montana'},UNK,,,1/17/2018-3/9/2018,,,,2018-03-09, https://media.dojmt.gov/wp-content/uploads/Skamania-Public-Utility-District.pdf ,,2018-03-16,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Skillsoft Corporation,2018-12-10 00:00:00,325.0,{'Indiana'},UNK,2018-12-21,,2018-12-10 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
Sky Climber Access Solutions Atlanta Llc,2017-01-23 00:00:00,1536.0,{'Indiana'},UNK,2017-02-06,,2017-01-23 00:00:00,,,,,,,,7,"{'{\'{\\\'{""{\\\\\\\'https://www.in.gov/attorneygeneral/2874.htm\\\\\\\'}""}\\\'}\'}'}"
"Sky Climber, Llc",2017-01-23 00:00:00,2.0,{'Montana'},UNK,,,1/23/2017-1/23/2017,,,,2017-01-23, https://media.dojmt.gov/wp-content/uploads/Sky-Climber-LLC.pdf ,,2017-02-06,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
Skyland Resort,2016-08-10 00:00:00,,{'Montana'},UNK,,,8/10/2016-3/9/2017,,,,2017-03-09, https://media.dojmt.gov/wp-content/uploads/Skyland-Resort.pdf ,,2017-07-31,7,"{'{\'{""{\\\'https://dojmt.gov/consumer/consumers-known-data-breach-incidents/#\\\'}""}\'}'}"
"Smartphone Experts,",2013-08-07 00:00:00,,{'New Hampshire'},UNK,,,"August 07, 2013",,,,,https://www.doj.nh.gov/consumer/security-breaches/documents/smartphone-experts-20130807.pdf,,,7,{'https://www.doj.nh.gov/consumer/security-breaches/'}
